x y z
-0.12110072 1.263345E-7 -0.05388795
-6.7961955E-5 0.19079818 -0.0054382663
-0.0028090426 0.19214039 -0.006270538
-0.005583102 0.19320156 -0.007148103
-0.008387358 0.1939862 -0.008068823
-0.011219026 0.19449861 -0.009030564
-0.014075326 0.19474322 -0.010031185
-0.016953474 0.19472446 -0.011068555
-0.019850682 0.19444676 -0.01214053
-0.022764174 0.19391441 -0.013244983
-0.02569116 0.1931319 -0.014379764
-0.028628865 0.19210365 -0.01554275
-0.0315745 0.19083405 -0.016731795
-0.034525286 0.18932742 -0.017944768
-0.03747843 0.18758827 -0.019179529
-0.040431175 0.18562098 -0.020433944
-0.043380704 0.18342991 -0.021705875
-0.046324253 0.1810195 -0.022993183
-0.04925904 0.17839418 -0.024293732
-0.052182276 0.17555831 -0.02560539
-0.05509118 0.17251629 -0.026926015
-0.057982966 0.16927253 -0.028253473
-0.060854856 0.16583149 -0.029585622
-0.06370407 0.1621975 -0.030920336
-0.0665278 0.158375 -0.032255467
-0.06932329 0.15436834 -0.03358889
-0.07208776 0.15018201 -0.034918454
-0.07481842 0.1458204 -0.03624203
-0.07751246 0.14128788 -0.037557486
-0.08016714 0.13658886 -0.038862675
-0.08277964 0.13172771 -0.040155467
-0.0853472 0.12670891 -0.041433726
-0.087867044 0.12153681 -0.042695314
-0.09033636 0.11621583 -0.043938093
-0.09275238 0.11075038 -0.04515993
-0.09511234 0.10514485 -0.04635868
-0.09741343 0.09940366 -0.047532216
-0.09965287 0.09353119 -0.048678387
-0.10182789 0.087531865 -0.049795076
-0.10393569 0.08141009 -0.050880134
-0.10597351 0.075170256 -0.05193143
-0.10793854 0.06881677 -0.05294682
-0.109828025 0.062354047 -0.053924177
-0.11163917 0.055786476 -0.054861356
-0.11336918 0.049118474 -0.055756222
-0.11501528 0.042354435 -0.056606643
-0.116574705 0.035498764 -0.05741048
-0.11804464 0.028555874 -0.058165587
-0.11942232 0.021530159 -0.058869842
-0.12070496 0.014426029 -0.0595211
-0.121889785 0.0072478834 -0.060117226
-0.122974 1.3019617E-7 -0.060656082
-6.324398E-5 0.18703951 -0.005893158
-0.0027180894 0.1886136 -0.0068235383
-0.005410613 0.18990518 -0.007801479
-0.008138043 0.1909185 -0.008824791
-0.010897615 0.19165757 -0.009891272
-0.013686561 0.19212647 -0.010998731
-0.01650211 0.19232933 -0.01214497
-0.019341493 0.19227025 -0.013327795
-0.022201948 0.19195332 -0.014545009
-0.0250807 0.19138254 -0.015794415
-0.027974986 0.19056214 -0.017073823
-0.030882033 0.18949616 -0.018381035
-0.033799067 0.18818863 -0.01971385
-0.036723346 0.18664375 -0.021070082
-0.03965208 0.18486558 -0.022447532
-0.042582504 0.18285815 -0.023843998
-0.04551185 0.18062563 -0.025257293
-0.04843735 0.17817208 -0.02668522
-0.051356237 0.17550161 -0.028125579
