x y z
1.4467789 -0.25767487 2.6363208
1.4593222 -0.2599089 2.6608481
1.4722239 -0.2622067 2.6851454
1.4854742 -0.2645666 2.7092116
1.4990642 -0.266987 2.7330446
1.5129842 -0.2694662 2.7566414
1.5272244 -0.27200243 2.7799985
1.541776 -0.27459407 2.8031142
1.5566294 -0.27723953 2.8259869
1.5717752 -0.27993703 2.848613
1.5872036 -0.28268486 2.870989
1.6029053 -0.2854814 2.8931143
1.6188715 -0.288325 2.9149854
1.6350923 -0.29121396 2.9366004
1.6515582 -0.29414657 2.957956
1.6682599 -0.29712123 2.97905
1.6851879 -0.30013612 2.9998798
1.702333 -0.30318972 3.020443
1.7196856 -0.30628023 3.0407374
1.7372364 -0.30940604 3.0607598
1.7549756 -0.31256548 3.080508
1.7728943 -0.31575683 3.0999794
1.7909828 -0.31897846 3.1191716
1.8092318 -0.32222864 3.1380823
1.8276317 -0.3255057 3.1567082
1.8461734 -0.328808 3.1750474
1.864847 -0.33213386 3.1930974
1.8836435 -0.33548155 3.2108555
1.9025534 -0.33884946 3.2283192
1.921567 -0.34223583 3.2454858
1.9406754 -0.34563908 3.2623532
1.9598687 -0.34905744 3.2789183
1.9791378 -0.35248926 3.2951791
1.9984728 -0.35593295 3.3111327
2.017865 -0.3593867 3.3267772
2.0373044 -0.3628489 3.3421094
2.0567818 -0.36631787 3.3571267
2.0762877 -0.36979195 3.3718271
1.2938011 -0.2642441 2.2616282
1.3026656 -0.26605463 2.292275
1.3120378 -0.2679688 2.3227723
1.321909 -0.26998487 2.3531199
1.3322698 -0.27210099 2.383314
1.343111 -0.2743151 2.4133503
1.3544235 -0.2766256 2.4432275
1.366198 -0.27903035 2.472942
1.3784254 -0.28152773 2.5024912
1.3910964 -0.28411555 2.5318716
1.404202 -0.28679225 2.5610816
1.417733 -0.28955582 2.590117
1.4316797 -0.2924043 2.6189744
1.446034 -0.295336 2.647653
1.4607861 -0.29834896 2.6761487
1.4759266 -0.30144122 2.7044582
1.4914466 -0.30461103 2.7325792
1.5073371 -0.3078564 2.7605095
1.5235888 -0.31117567 2.7882442
1.540192 -0.31456667 2.8157814
1.5571381 -0.31802773 2.8431187
1.574418 -0.32155696 2.8702528
1.5920222 -0.32515246 2.897181
1.6099416 -0.32881227 2.9238997
1.628167 -0.33253455 2.9504066
1.6466894 -0.33631757 2.9766994
1.6654996 -0.3401593 3.0027738
1.6845881 -0.3440579 3.0286279
1.7039459 -0.34801152 3.0542583
1.7235641 -0.35201833 3.0796623
1.7434329 -0.35607636 3.1048374
1.7635438 -0.36018378 3.1297796
1.7838876 -0.36433873 3.1544871
1.8044543 -0.3685393 3.1789565
1.8252358 -0.37278363 3.203185
1.846222 -0.3770699 3.2271698
1.8674045 -0.38139609 3.2509074
1.8887736 -0.3857605 3.2743957
1.9103203 -0.3901612 3.2976315
1.9320353 -0.3945962 3.320612
1.9539098 -0.39906383 3.3433335
1.975934 -0.403562 3.3657944
1.9980993 -0.40808904 3.387991
2.0203962 -0.41264296 3.4099205
2.0428157 -0.41722184 3.43158
2.0653484 -0.4218239 3.4529665
2.0879855 -0.42644727 3.4740775
2.1107175 -0.43109003 3.4949095
2.1335351 -0.43575028 3.5154603
2.1564298 -0.4404262 3.5357268
2.1793916 -0.44511592 3.5557055
1.2637702 -0.29017273 2.2203586
1.2744558 -0.2926262 2.2543633
1.2856798 -0.29520342 2.2882764
1.2974342 -0.2979023 2.3220968
1.3097092 -0.30072075 2.3558192
1.3224965 -0.30365676 2.3894413
1.335787 -0.30670846 2.42296
1.3495723 -0.30987364 2.4563715
1.3638431 -0.3131503 2.4896734
1.3785903 -0.3165364 2.5228608
1.3938056 -0.32003003 2.5559335
1.4094805 -0.32362905 2.5888848
1.4256049 -0.32733136 2.6217132
1.4421711 -0.33113515 2.654416
1.4591699 -0.3350382 2.6869895
1.476592 -0.33903843 2.7194297
1.4944288 -0.34313396 2.7517343
1.5126718 -0.34732276 2.7838995
1.5313123 -0.35160273 2.815922
1.5503407 -0.35597178 2.8477995
1.5697483 -0.36042798 2.8795273
1.5895268 -0.36496925 2.9111042
1.609667 -0.36959362 2.9425254
1.6301597 -0.374299 2.9737875
1.6509966 -0.37908325 3.0048878
1.6721687 -0.3839446 3.0358238
1.6936672 -0.38888085 3.0665915
1.7154832 -0.39389 3.0971878
1.7376074 -0.39896995 3.1276088
1.7600319 -0.40411875 3.1578522
1.7827469 -0.40933436 3.1879141
1.8057443 -0.4146147 3.2177923
1.8290148 -0.4199578 3.2474828
1.8525493 -0.4253616 3.276982
1.8763398 -0.43082407 3.3062878
1.9003768 -0.43634313 3.3353956
1.9246514 -0.44191685 3.3643036
1.9491552 -0.4475431 3.3930075
1.9738791 -0.45321992 3.4215047
1.998814 -0.45894524 3.4497912
2.0239515 -0.46471703 3.4778647
2.0492826 -0.47053322 3.5057213
2.074798 -0.47639188 3.5333583
2.1004899 -0.4822909 3.560772
2.1263485 -0.48822826 3.5879593
2.1523652 -0.4942019 3.6149173
2.1785312 -0.50020987 3.6416423
2.2048378 -0.5062501 3.6681314
2.2312758 -0.5123205 3.6943812
2.2578368 -0.5184191 3.7203884
2.2845116 -0.5245439 3.74615
1.2307662 -0.3129591 2.1741965
1.2432454 -0.31613228 2.211522
1.2562976 -0.31945115 2.248823
1.2699149 -0.3229138 2.2860975
1.2840884 -0.32651785 2.3233414
1.2988096 -0.33026114 2.3605514
1.3140705 -0.3341417 2.3977234
1.3298624 -0.3381572 2.4348545
1.3461767 -0.34230572 2.4719408
1.3630055 -0.34658486 2.5089793
1.3803399 -0.35099265 2.545967
1.3981717 -0.35552704 2.5828986
1.416492 -0.36018544 2.6197717
1.4352934 -0.36496624 2.6565838
1.4545666 -0.36986706 2.6933303
1.4743035 -0.37488565 2.7300074
1.4944952 -0.38002008 2.7666125
1.515134 -0.38526803 2.803141
1.5362109 -0.3906275 2.8395917
1.5577176 -0.3960963 2.8759582
1.5796459 -0.40167215 2.9122388
1.601987 -0.40735307 2.9484298
1.624733 -0.41313693 2.9845283
1.647875 -0.41902146 3.0205286
1.6714047 -0.4250046 3.0564294
1.6953137 -0.43108425 3.0922267
1.7195936 -0.4372581 3.1279166
1.7442359 -0.4435241 3.1634953
1.7692322 -0.44988015 3.1989608
1.7945741 -0.4563241 3.2343082
1.8202529 -0.46285373 3.269535
1.8462608 -0.46946695 3.3046362
1.8725889 -0.47616163 3.3396106
1.8992286 -0.4829356 3.3744528
1.9261717 -0.48978674 3.40916
1.9534097 -0.49671283 3.4437284
1.9809345 -0.50371176 3.4781551
2.0087376 -0.5107816 3.5124366
2.0368102 -0.5179198 3.5465693
2.0651438 -0.52512455 3.5805492
2.0937307 -0.5323936 3.6143737
2.1225615 -0.5397247 3.6480381
2.1516285 -0.5471158 3.6815405
2.180923 -0.55456483 3.7148762
2.2104366 -0.5620696 3.7480419
2.240161 -0.5696278 3.7810342
2.2700875 -0.57723755 3.81385
2.3002079 -0.58489656 3.8464859
2.3305135 -0.59260267 3.8789377
2.3609962 -0.60035384 3.9112022
2.3916473 -0.6081478 3.9432764
1.1950489 -0.3325952 2.1233666
1.209282 -0.3365563 2.1639543
1.224126 -0.34068766 2.2045953
1.2395741 -0.34498698 2.2452865
1.2556176 -0.3494521 2.2860239
1.272249 -0.3540808 2.3268046
1.2894602 -0.3588709 2.3676238
1.3072435 -0.36382014 2.4084785
1.3255906 -0.3689264 2.449365
1.3444939 -0.37418735 2.4902797
1.3639456 -0.37960094 2.531219
1.3839377 -0.38516495 2.5721784
1.404462 -0.39087707 2.613156
1.4255108 -0.39673525 2.654147
1.4470766 -0.40273723 2.6951487
1.4691505 -0.4088807 2.736156
1.4917256 -0.41516352 2.777166
1.5147936 -0.42158362 2.818175
1.5383468 -0.4281387 2.8591805
1.5623765 -0.43482646 2.9001765
1.5868756 -0.44164482 2.9411607
1.6118362 -0.44859162 2.9821308
1.63725 -0.45566458 3.023081
1.6631092 -0.46286148 3.0640085
1.6894059 -0.4701801 3.1049094
1.7161325 -0.47761843 3.1457808
1.7432805 -0.48517403 3.1866183
1.7708427 -0.49284485 3.2274191
1.7988104 -0.5006286 3.2681785
1.8271765 -0.50852317 3.3088937
1.8559322 -0.51652634 3.3495607
1.8850706 -0.5246358 3.3901763
1.9145832 -0.53284943 3.4307358
1.944462 -0.54116505 3.4712365
1.9746993 -0.54958034 3.5116746
2.0052872 -0.5580933 3.5520465
2.036218 -0.56670177 3.5923486
2.0674834 -0.5754032 3.632577
2.0990758 -0.5841956 3.6727283
2.130987 -0.59307694 3.7127984
2.163209 -0.6020447 3.7527843
2.1957343 -0.61109686 3.7926822
2.228555 -0.6202312 3.8324885
2.2616627 -0.6294455 3.8721993
2.2950501 -0.63873756 3.9118109
2.3287091 -0.6481052 3.9513202
2.3626316 -0.65754616 3.9907231
2.3968098 -0.6670583 4.030016
2.4312356 -0.67663944 4.0691953
2.4659014 -0.6862873 4.1082573
2.5007992 -0.69599974 4.147199
1.1568804 -0.34909335 2.0681143
1.1728147 -0.35390162 2.1118855
1.1894027 -0.35890716 2.1557972
1.2066375 -0.36410776 2.199847
1.224511 -0.3695012 2.2440314
1.2430167 -0.37508532 2.288345
1.262147 -0.38085794 2.3327858
1.2818946 -0.3868169 2.3773506
1.3022522 -0.39295986 2.4220335
1.3232124 -0.39928475 2.4668324
1.3447685 -0.40578932 2.5117433
1.366913 -0.41247153 2.5567627
1.3896378 -0.4193289 2.601887
1.4129373 -0.42635956 2.6471126
1.4368029 -0.43356115 2.6924353
1.4612278 -0.4409314 2.7378516
1.4862043 -0.44846824 2.7833579
1.511726 -0.45616952 2.8289511
1.5377852 -0.4640329 2.874627
1.5643743 -0.47205627 2.920382
1.5914861 -0.4802374 2.9662116
1.6191139 -0.48857418 3.0121136
1.64725 -0.49706444 3.0580847
1.6758873 -0.5057058 3.1041188
1.705018 -0.51449615 3.1502137
1.734636 -0.5234335 3.1963668
1.764733 -0.5325153 3.242572
1.7953018 -0.54173964 3.288828
1.8263355 -0.5511042 3.3351302
1.8578271 -0.56060684 3.3814743
1.8897686 -0.5702454 3.4278576
1.9221531 -0.5800175 3.474276
1.9549733 -0.5899212 3.520726
1.9882221 -0.59995407 3.5672035
2.021892 -0.6101142 3.6137054
2.0559762 -0.6203991 3.6602275
2.0904667 -0.6308068 3.7067668
2.1253567 -0.64133495 3.7533193
2.1606388 -0.6519815 3.7998812
2.1963058 -0.6627442 3.846449
2.2323503 -0.67362076 3.893019
2.2687654 -0.6846092 3.9395876
2.3055434 -0.6957071 3.9861512
2.342677 -0.7069124 4.032706
2.3801599 -0.71822286 4.0792475
2.4179835 -0.7296363 4.1257734
2.4561412 -0.74115056 4.17228
2.4946258 -0.75276345 4.2187634
2.5334299 -0.7644727 4.2652187
2.572546 -0.77627623 4.3116436
2.611967 -0.78817165 4.358034
1.1165245 -0.36248598 2.0087092
1.1340967 -0.36819088 2.0555627
1.1523685 -0.37412295 2.1026554
1.171334 -0.3802801 2.149985
1.1909859 -0.38666025 2.197548
1.2113184 -0.3932613 2.2453387
1.2323247 -0.40008116 2.2933562
1.2539983 -0.4071176 2.3415961
1.276333 -0.41436866 2.3900542
1.2993215 -0.42183205 2.4387274
1.3229584 -0.42950583 2.4876122
1.3472365 -0.43738788 2.5367048
1.3721491 -0.44547597 2.586002
1.3976908 -0.45376816 2.6355007
1.423854 -0.46226227 2.6851966
1.4506327 -0.47095603 2.7350855
1.4780201 -0.47984758 2.7851663
1.5060103 -0.48893476 2.835433
1.5345964 -0.4982154 2.8858829
1.5637717 -0.5076873 2.936513
1.5935302 -0.51734847 2.987319
1.6238649 -0.5271969 3.038298
1.6547699 -0.5372304 3.0894458
1.686238 -0.54744667 3.1407592
1.7182631 -0.55784386 3.1922345
1.750839 -0.56841975 3.2438688
1.7839587 -0.5791722 3.2956576
1.8176161 -0.5900993 3.3475983
1.851804 -0.6011986 3.3996866
1.8865169 -0.61246836 3.4519193
1.9217477 -0.6239062 3.5042934
1.9574898 -0.6355101 3.5568037
1.9937375 -0.647278 3.6094487
2.0304832 -0.6592078 3.6622233
2.0677211 -0.6712973 3.715125
2.1054444 -0.6835445 3.7681499
2.1436474 -0.6959472 3.8212943
2.1823225 -0.70850325 3.874555
2.2214637 -0.7212107 3.927928
2.2610648 -0.7340674 3.98141
2.3011186 -0.7470711 4.0349975
2.341619 -0.7602199 4.088687
2.38256 -0.7735115 4.1424747
2.4239342 -0.7869439 4.196358
2.465736 -0.800515 4.250332
2.507958 -0.81422263 4.304394
2.550594 -0.8280647 4.35854
2.5936382 -0.84203917 4.4127674
2.6370833 -0.85614395 4.467071
2.6809232 -0.87037677 4.521449
2.725151 -0.88473564 4.5758967
1.0742469 -0.37282488 1.9454409
1.0933816 -0.37946573 1.995255
1.1132659 -0.38636675 2.0454185
1.1338949 -0.39352617 2.095928
1.1552626 -0.40094185 2.1467805
1.1773632 -0.40861207 2.197972
1.2001915 -0.41653484 2.249501
1.2237419 -0.4247082 2.3013628
1.2480088 -0.43313015 2.3535547
1.2729864 -0.4417988 2.406073
1.2986693 -0.45071226 2.4589152
1.3250521 -0.45986858 2.5120778
1.3521289 -0.4692658 2.5655565
1.3798945 -0.47890195 2.6193504
1.408343 -0.48877522 2.6734548
1.4374686 -0.49888352 2.7278662
1.4672663 -0.509225 2.7825818
1.4977305 -0.51979786 2.8375986
1.5288552 -0.53059995 2.8929133
1.5606352 -0.5416293 2.948522
1.5930644 -0.5528841 3.0044217
1.626138 -0.5643625 3.0606108
1.6598499 -0.5760625 3.1170845
1.6941944 -0.587982 3.1738389
1.7291665 -0.60011923 3.230872
1.7647603 -0.6124723 3.288181
1.80097 -0.6250392 3.3457615
1.8377905 -0.6378179 3.4036102
1.8752155 -0.6508067 3.4617255
1.9132403 -0.6640034 3.520102
1.9518586 -0.6774062 3.5787385
1.9910656 -0.6910133 3.6376302
2.030855 -0.7048225 3.696775
2.0712216 -0.718832 3.7561688
2.1121597 -0.7330398 3.8158092
2.1536639 -0.74744403 3.8756924
2.1957283 -0.76204276 3.9358149
2.2383478 -0.77683413 3.9961746
2.2815163 -0.79181606 4.056767
2.3252285 -0.8069867 4.1175895
2.3694787 -0.82234406 4.1786394
2.4142616 -0.83788633 4.2399125
2.4595711 -0.85361135 4.301406
2.5054026 -0.86951745 4.3631163
2.5517495 -0.8856024 4.4250407
2.5986066 -0.9018645 4.487176
2.6459684 -0.9183018 4.549519
2.6938293 -0.93491226 4.6120667
2.742184 -0.9516941 4.6748147
2.7910264 -0.9686451 4.7377605
2.840351 -0.9857636 4.8009014
1.0303127 -0.3801803 1.8786191
1.050924 -0.38778573 1.9312508
1.0723383 -0.39568767 1.984352
1.0945529 -0.4038847 2.037921
1.1175624 -0.41237494 2.0919547
1.1413618 -0.42115688 2.1464496
1.1659473 -0.43022883 2.2014039
1.1913145 -0.4395891 2.2568145
1.2174585 -0.44923612 2.3126793
1.2443746 -0.45916805 2.3689954
1.2720587 -0.4693834 2.4257593
1.3005065 -0.4798805 2.482969
1.329713 -0.49065754 2.5406215
1.3596741 -0.5017131 2.598715
1.3903854 -0.5130454 2.657246
1.421842 -0.52465266 2.7162113
1.4540392 -0.53653336 2.7756097
1.4869734 -0.5486859 2.835437
1.5206399 -0.5611086 2.8956923
1.5550336 -0.57379967 2.9563704
1.59015 -0.5867574 3.0174706
1.6259849 -0.5999804 3.0789905
1.6625342 -0.613467 3.1409264
1.6997929 -0.6272152 3.2032747
1.7377566 -0.6412236 3.266034
1.776421 -0.6554906 3.3292015
1.8157814 -0.6700144 3.3927748
1.8558332 -0.6847932 3.4567509
1.8965721 -0.6998257 3.5211265
1.9379936 -0.7151102 3.5858994
1.9800932 -0.7306447 3.6510675
2.0228665 -0.7464278 3.7166271
2.0663087 -0.7624578 3.7825763
2.1104157 -0.778733 3.848912
2.1551828 -0.79525185 3.9156315
2.2006054 -0.8120126 3.9827323
2.2466795 -0.82901365 4.0502114
2.2934 -0.8462533 4.118067
2.3407626 -0.86372983 4.1862955
2.388763 -0.8814417 4.254894
2.4373963 -0.8993872 4.32386
2.4866583 -0.91756475 4.3931923
2.5365448 -0.9359726 4.462887
2.587051 -0.95460904 4.532941
2.638172 -0.9734725 4.6033506
2.6899042 -0.99256134 4.6741166
